序号,标题,URL,视频ID,类型,关键词,获取时间
10,令家恩人薄一波〈國情揭露〉2014-06-21 c,https://www.youtube.com/watch?v=baqaJGi4biU&pp=ygUJ6JaE5LiA5rOi,baqaJGi4biU,watch,薄一波,2025-08-18 17:52:55
11,昔胡錦濤接班人之一！ 薄熙來捲「心腹叛逃事件」淪階下囚－民視新聞,https://www.youtube.com/watch?v=tIyRJkWsmsM&pp=ygUJ6JaE5LiA5rOi0gcJCa0JAYcqIYzv,tIyRJkWsmsM,watch,薄一波,2025-08-18 17:52:55
12,权贵家族系列之——薄一波家族 薄一波次子薄熙来从政，其他孩子经商，有人在深圳香港经商，有人专在薄熙来的辖区大连、重庆经商,https://www.youtube.com/watch?v=FSQgffsd_8M&pp=ygUJ6JaE5LiA5rOi,FSQgffsd_8M,watch,薄一波,2025-08-18 17:52:55
13,《讀書時間》#63 讀《薄一波回憶錄》（二）：毛澤東對接管京津的盤算；接管政權後如何對待原國民黨人員,https://www.youtube.com/watch?v=6HZ7vX0ryy0&pp=ygUJ6JaE5LiA5rOi,6HZ7vX0ryy0,watch,薄一波,2025-08-18 17:52:55
14,【内部档案】薄一波中顾委（中共中央顾问委员会）内部讲话原声：评价毛泽东功过是非！评价王明！评价亚洲四小龙！点评毛泽东对于王明的处理【下方附送《薄熙来传记》海外完整版电子书下载获取地址】,https://www.youtube.com/watch?v=-kXI3vUndGA&pp=ygUJ6JaE5LiA5rOi,-kXI3vUndGA,watch,薄一波,2025-08-18 17:52:55
15,精明而虚伪，冷酷且无情 —— 薄一波其人其事 （下）,https://www.youtube.com/watch?v=XgfSjOX3eiY&pp=ygUJ6JaE5LiA5rOi,XgfSjOX3eiY,watch,薄一波,2025-08-18 17:52:55
16,薄一波问李锐：哎，你跟毛接近了，你有什么窍门啊？毛泽东说李锐：这个人是不敢当强盗的哟！【李锐给毛泽东写信听陈云建议备份给李富春，上海会议上被毛泽东点名“红得发紫”】,https://www.youtube.com/shorts/CojTG6i4K-k,CojTG6i4K-k,shorts,薄一波,2025-08-18 17:52:55
17,【影像】中共元老薄一波86年春晚充当婚礼主持人,https://www.youtube.com/watch?v=YY17bJbzEcQ&pp=ygUJ6JaE5LiA5rOi,YY17bJbzEcQ,watch,薄一波,2025-08-18 17:52:55
18,薄熙来案大事回顾,https://www.youtube.com/watch?v=CmRsYK-4GOg&pp=ygUJ6JaE5LiA5rOi,CmRsYK-4GOg,watch,薄一波,2025-08-18 17:52:55
19,直播：胡耀邦下台後，薄一波王震召集王岐山陳元開會 （《歷史明鏡》第67期）,https://www.youtube.com/watch?v=KszcNTcHvsA&pp=ygUJ6JaE5LiA5rOi,KszcNTcHvsA,watch,薄一波,2025-08-18 17:52:55
20,党史杂谈（695）—薄一波传授做大官的秘诀—薄一波与王震在昆明快意恩仇—谈笑风生,https://www.youtube.com/watch?v=Gs1QLCER6cE&pp=ygUJ6JaE5LiA5rOi,Gs1QLCER6cE,watch,薄一波,2025-08-18 17:52:55
1,薄谷开来往事--薄熙来的爱情故事（二）|英国商人尼尔·海伍德(Neil Heywood)|谷开来|薄瓜瓜|薄一波|薄熙来|谷景生|经济社会研究,https://www.youtube.com/watch?v=zxQa-QFGsdk&pp=ygUM6JaE6LC35byA5p2l,zxQa-QFGsdk,watch,薄谷开来,2025-08-18 17:53:37
2,谷开来狱中遗言首度曝光：瓜瓜，忘了我吧，最好别姓薄！,https://www.youtube.com/watch?v=LIYdUEWTv4A&pp=ygUM6JaE6LC35byA5p2l,LIYdUEWTv4A,watch,薄谷开来,2025-08-18 17:53:37
3,🔴⚫《红朝魔獸 ──谷開來的真實故事》 作者：王華；#中共 #薄熙来,https://www.youtube.com/watch?v=5L7yQtYsTEs&pp=ygUM6JaE6LC35byA5p2l,5L7yQtYsTEs,watch,薄谷开来,2025-08-18 17:53:37
4,完整复原薄熙来庭审最后阶段动情自辩：“请检察人员不要侮辱我们薄家的家风！”,https://www.youtube.com/watch?v=k3xTTWcCZLs&pp=ygUM6JaE6LC35byA5p2l,k3xTTWcCZLs,watch,薄谷开来,2025-08-18 17:53:37
5,薄谷开来案判决被指存在重大疑点,https://www.youtube.com/watch?v=wMeFvEnreGw&pp=ygUM6JaE6LC35byA5p2l,wMeFvEnreGw,watch,薄谷开来,2025-08-18 17:53:37
6,20130823中天新聞　薄熙來不認收賄　庭上翻供、咬谷開來,https://www.youtube.com/watch?v=rBB4RKp4EKQ&pp=ygUM6JaE6LC35byA5p2l,rBB4RKp4EKQ,watch,薄谷开来,2025-08-18 17:53:37
7,低調豪門婚宴畫面曝光 薄瓜瓜致詞:爸媽忍辱負重「為大局犧牲」｜TVBS新聞 @TVBSNEWS01,https://www.youtube.com/watch?v=_fXj2kAunD0&pp=ygUM6JaE6LC35byA5p2l,_fXj2kAunD0,watch,薄谷开来,2025-08-18 17:53:37
8,”薄熙来政变”始末 | The Failed Coup by Bo Xilai [Eng Sub],https://www.youtube.com/watch?v=1huWChPdniQ&pp=ygUM6JaE6LC35byA5p2l,1huWChPdniQ,watch,薄谷开来,2025-08-18 17:53:37
9,薄谷开来：死缓判决公正 对生命特别尊重,https://www.youtube.com/watch?v=55noe8c6lVc&pp=ygUM6JaE6LC35byA5p2l,55noe8c6lVc,watch,薄谷开来,2025-08-18 17:53:37
10,薄谷开来、张晓军故意杀人案一审开庭,https://www.youtube.com/watch?v=wZgAEBr-NNk&pp=ygUM6JaE6LC35byA5p2l,wZgAEBr-NNk,watch,薄谷开来,2025-08-18 17:53:37
11,中国官媒公开更多审薄录像以彰显公平审判,https://www.youtube.com/watch?v=rS9tAgd205o&pp=ygUM6JaE6LC35byA5p2l,rS9tAgd205o,watch,薄谷开来,2025-08-18 17:53:37
12,低調豪門婚宴畫面曝光 薄瓜瓜致詞:爸媽忍辱負重「為大局犧牲」｜TVBS新聞,https://www.youtube.com/watch?v=uwDP79ReiGM&pp=ygUM6JaE6LC35byA5p2l,uwDP79ReiGM,watch,薄谷开来,2025-08-18 17:53:37
13,薄熙来 谷开来观看奥运会,https://www.youtube.com/watch?v=L8iyfqNRitk&pp=ygUM6JaE6LC35byA5p2l0gcJCa0JAYcqIYzv,L8iyfqNRitk,watch,薄谷开来,2025-08-18 17:53:37
14,没有上台的习近平：薄熙来是如何失败的？,https://www.youtube.com/watch?v=zsOYK-sb3Qo&pp=ygUM6JaE6LC35byA5p2l,zsOYK-sb3Qo,watch,薄谷开来,2025-08-18 17:53:37
15,焦点对话：(一)谷开来审判有何看点或者疑点？,https://www.youtube.com/watch?v=HMFQhUYbMho&pp=ygUM6JaE6LC35byA5p2l,HMFQhUYbMho,watch,薄谷开来,2025-08-18 17:53:37
16,薄熙来之妻谷开来杀人案十大疑点迄今未能解开,https://www.youtube.com/watch?v=4w-Cz0Oj69M&pp=ygUM6JaE6LC35byA5p2l,4w-Cz0Oj69M,watch,薄谷开来,2025-08-18 17:53:37
17,薄一波：中共第一奸相｜薄一波和习仲勋谁厉害｜薄一波与习仲勋｜薄一波家族｜薄一波文革｜薄一波采访｜胡耀邦｜薄一波讲话｜阎锡山｜薄一波逝世｜薄一波薄熙来｜薄一波儿子｜胡耀邦下台原因｜中共内斗｜中共秘闻,https://www.youtube.com/watch?v=6GQAftxvl1U&pp=ygUM6JaE6LC35byA5p2l,6GQAftxvl1U,watch,薄谷开来,2025-08-18 17:53:37
18,“大内总管”令计划，儿子车祸身亡，第二天照常开会！闷声发财的令氏家族，遭连根拔起！,https://www.youtube.com/watch?v=v38PDzAhxAY&pp=ygUM6JaE6LC35byA5p2l,v38PDzAhxAY,watch,薄谷开来,2025-08-18 17:53:37
19,枭雄薄熙来，是如何战败的？（上）薄督 | 平西王 | 薄一波 | 大连 | 谷开来 | 仰融案 | 慕马大案,https://www.youtube.com/watch?v=Al-ZJfg7xnY&pp=ygUM6JaE6LC35byA5p2l,Al-ZJfg7xnY,watch,薄谷开来,2025-08-18 17:53:37
20,密谋废黜习近平，薄熙来如何败于一场谋杀|解密红二代中的混世魔王，女人争抢的渣男，以及王立军叛逃前后|薄瓜瓜|薄谷开来|薄一波,https://www.youtube.com/watch?v=bdNgPgjXp5A&pp=ygUM6JaE6LC35byA5p2l,bdNgPgjXp5A,watch,薄谷开来,2025-08-18 17:53:37
21,VOA连线：薄谷开来案,https://www.youtube.com/watch?v=yLvsK1ar1_g&pp=ygUM6JaE6LC35byA5p2l,yLvsK1ar1_g,watch,薄谷开来,2025-08-18 17:53:37
22,现场视频：薄谷开来受审,https://www.youtube.com/watch?v=R4I1hXJQDPw&pp=ygUM6JaE6LC35byA5p2l,R4I1hXJQDPw,watch,薄谷开来,2025-08-18 17:53:37
23,薄谷开来往事--薄、谷、李三大红色权贵家族背后的联姻秘密|英国商人尼尔·海伍德(Neil Heywood)|谷开来|薄瓜瓜|薄一波|薄熙来|谷景生|经济社会研究,https://www.youtube.com/watch?v=0saiAk7XqWk&pp=ygUM6JaE6LC35byA5p2l,0saiAk7XqWk,watch,薄谷开来,2025-08-18 17:53:37
1,黑客帝国的诅咒是怎么回事？基努里维斯到底经历了些什么？为什么这个世界配不上他？| Keanu Reeves  | 黑客帝国The Matrix | 疾速追杀 John Wick  | 魔鬼代言人,https://www.youtube.com/watch?v=kfdiEghzEmE&pp=ygUP5Z-65Yqq6YeM57u05pav,kfdiEghzEmE,watch,基努里维斯,2025-08-18 17:54:18
2,基努里维斯名字的由来 #keanureeves #interview #english #learnenglish,https://www.youtube.com/shorts/85c8mJIDYTo,85c8mJIDYTo,shorts,基努里维斯,2025-08-18 17:54:18
3,打狗請先看主人！因爲你不知道惹到的是怎樣可怕的人，一口氣看完動作爽劇《疾速追殺1-4》#解說 #動作電影 #一口气看完,https://www.youtube.com/watch?v=boeuUhSNo74&pp=ygUP5Z-65Yqq6YeM57u05pav,boeuUhSNo74,watch,基努里维斯,2025-08-18 17:54:18
4,信神的主持人問基努李維人死後會發生什麼事，基努的回答讓全場鼓掌 (中文字幕),https://www.youtube.com/watch?v=0HERWTzcaS8&pp=ygUP5Z-65Yqq6YeM57u05pav,0HERWTzcaS8,watch,基努里维斯,2025-08-18 17:54:18
5,基努李維的故事 | 好萊塢最淒涼的一顆星 | 他為何如此悲傷,https://www.youtube.com/watch?v=sAhyC4vVcRg&pp=ygUP5Z-65Yqq6YeM57u05pav,sAhyC4vVcRg,watch,基努里维斯,2025-08-18 17:54:18
6,基努李維得知珊卓布拉克25年前暗戀過他，基努的反應超暖男 (中文字幕),https://www.youtube.com/watch?v=4Gb_kPhJdTI&pp=ygUP5Z-65Yqq6YeM57u05pav,4Gb_kPhJdTI,watch,基努里维斯,2025-08-18 17:54:18
7,【基努·里维斯】好莱坞超一线男星多年睡朋友家地板，真正的他究竟是什么样子的？,https://www.youtube.com/watch?v=xWBIft2ajg4&pp=ygUP5Z-65Yqq6YeM57u05pav0gcJCa0JAYcqIYzv,xWBIft2ajg4,watch,基努里维斯,2025-08-18 17:54:18
8,2025最新爽片《芭蕾殺姬》，基努·裏維斯主演，女殺神登場，未成年慎看！,https://www.youtube.com/watch?v=1FtLWh2hZPw&pp=ygUP5Z-65Yqq6YeM57u05pav,1FtLWh2hZPw,watch,基努里维斯,2025-08-18 17:54:18
9,人物志：基努里维斯—被纽约时报盛赞“人间配不上他”的男人。,https://www.youtube.com/watch?v=D2LVoKIs34U&pp=ygUP5Z-65Yqq6YeM57u05pav0gcJCa0JAYcqIYzv,D2LVoKIs34U,watch,基努里维斯,2025-08-18 17:54:18
10,"基努李維機車被撞,基哥拿著鉛筆走向駕駛...",https://www.youtube.com/watch?v=EZ_2WQoKUWU&pp=ygUP5Z-65Yqq6YeM57u05pav,EZ_2WQoKUWU,watch,基努里维斯,2025-08-18 17:54:18
11,"跨海辦案! 基努李維尋回""捍衛任務""客製錶 基努李維2023年住家遭竊 總損失2億台幣 基努李維""捍衛任務""6名錶遭竊 9千公里外尋獲│記者 劉玨妤│國際關鍵字20250803│三立iNEWS",https://www.youtube.com/watch?v=2h4yUYeAfrs&pp=ygUP5Z-65Yqq6YeM57u05pav,2h4yUYeAfrs,watch,基努里维斯,2025-08-18 17:54:18
12,篩到極致的基努李維，單身59年終於結婚，新娘卻比他還老？？#基努里維斯#Boogie島,https://www.youtube.com/watch?v=JfUk1a842Sk&pp=ygUP5Z-65Yqq6YeM57u05pav,JfUk1a842Sk,watch,基努里维斯,2025-08-18 17:54:18
13,基努李維最新力作【捍衛天使】Good Fortune 前導預告 10/17(五)全台戲院與全美同步上映,https://www.youtube.com/watch?v=_hlyuuH0Wo0&pp=ygUP5Z-65Yqq6YeM57u05pav,_hlyuuH0Wo0,watch,基努里维斯,2025-08-18 17:54:18
14,"基努·里维斯重演疾速追杀经典场面, 挑战枪械MPX",https://www.youtube.com/watch?v=o98FB2pcyvk&pp=ygUP5Z-65Yqq6YeM57u05pav,o98FB2pcyvk,watch,基努里维斯,2025-08-18 17:54:18
15,【人物誌】傳奇浪子「基努·里維斯」悲劇的一生，飽經滄桑後的憂鬱男神，他到底都經歷了些什麼？,https://www.youtube.com/watch?v=kuldq2oYz8U&pp=ygUP5Z-65Yqq6YeM57u05pav,kuldq2oYz8U,watch,基努里维斯,2025-08-18 17:54:18
16,"基努李維""捍衛任務""6名錶遭竊 9千公里外尋獲 跨海辦案! 基努李維尋回""捍衛任務""客製錶 基努李維2023年住家遭竊 總損失2億台幣│記者 劉玨妤│國際焦點20250803│三立新聞台",https://www.youtube.com/watch?v=LkE7CTqWhnc&pp=ygUP5Z-65Yqq6YeM57u05pav,LkE7CTqWhnc,watch,基努里维斯,2025-08-18 17:54:18
17,基努李維送28萬名錶 豪寵「捍衛4」特技組 背面刻字附名字｜TVBS新聞,https://www.youtube.com/watch?v=RLJBl79QcHQ&pp=ygUP5Z-65Yqq6YeM57u05pav,RLJBl79QcHQ,watch,基努里维斯,2025-08-18 17:54:18
18,CTWANT 娛樂新聞 / 新郎偶遇基努李維邀他來婚禮　本尊驚喜現身嗨翻全場,https://www.youtube.com/watch?v=3dg0Nw1UU4o&pp=ygUP5Z-65Yqq6YeM57u05pav0gcJCa0JAYcqIYzv,3dg0Nw1UU4o,watch,基努里维斯,2025-08-18 17:54:18
19,基努李维斯在疾速追杀4中的台词只有380个单词,https://www.youtube.com/shorts/8Yp8mnZcv_k,8Yp8mnZcv_k,shorts,基努里维斯,2025-08-18 17:54:18
20,為什麼大家都喜歡基努李維Keanu Reeves #shorts,https://www.youtube.com/shorts/Fh6YOv5uEEc,Fh6YOv5uEEc,shorts,基努里维斯,2025-08-18 17:54:18
1,COVID-19 Animation: What Happens If You Get Coronavirus?,https://www.youtube.com/watch?v=5DGwOJXSxqg&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,5DGwOJXSxqg,watch,Coronavirus Attack,2025-08-18 17:55:00
2,A Virus Attacks a Cell,https://www.youtube.com/watch?v=jkNxmTrrZSk&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,jkNxmTrrZSk,watch,Coronavirus Attack,2025-08-18 17:55:00
3,How COVID-19 Affects the Body,https://www.youtube.com/watch?v=RN81h85V6D4&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,RN81h85V6D4,watch,Coronavirus Attack,2025-08-18 17:55:00
4,COVID-19 and Heart Attack Risk,https://www.youtube.com/shorts/GghDMDhg79A,GghDMDhg79A,shorts,Coronavirus Attack,2025-08-18 17:55:00
5,Former Covid-19 Patient Suffers Heart Attack - Larry's Story,https://www.youtube.com/watch?v=mbOU6YN18Rk&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,mbOU6YN18Rk,watch,Coronavirus Attack,2025-08-18 17:55:00
6,Coronavirus Pandemic Update 52: Ivermectin Treatment; Does COVID-19 Attack Hemoglobin?,https://www.youtube.com/watch?v=qc6VV7ue4cE&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,qc6VV7ue4cE,watch,Coronavirus Attack,2025-08-18 17:55:00
7,How does coronavirus attack the body?,https://www.youtube.com/watch?v=tmNji_3KMPw&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,tmNji_3KMPw,watch,Coronavirus Attack,2025-08-18 17:55:00
8,How The Coronavirus Attacks Your Lungs | Deep Look,https://www.youtube.com/watch?v=aWw_6NyKTVw&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,aWw_6NyKTVw,watch,Coronavirus Attack,2025-08-18 17:55:00
9,HOW DOES COVID-19 AFFECT THE BODY?,https://www.youtube.com/watch?v=Xj1nUFFVK1E&t=1s&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,Xj1nUFFVK1E,watch,Coronavirus Attack,2025-08-18 17:55:00
10,How Corona Virus Affects Your Body? | COVID-19 | The Dr Binocs Show | Peekaboo Kidz,https://www.youtube.com/watch?v=0yp2zbU4fas&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,0yp2zbU4fas,watch,Coronavirus Attack,2025-08-18 17:55:00
11,How does coronavirus attack your body? | COVID-19 Special,https://www.youtube.com/watch?v=tq0vzPOomrU&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,tq0vzPOomrU,watch,Coronavirus Attack,2025-08-18 17:55:00
12,WHO staff transporting coronavirus tests killed in attack in Myanmar,https://www.youtube.com/watch?v=tw2rEaFZf_o&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,tw2rEaFZf_o,watch,Coronavirus Attack,2025-08-18 17:55:00
13,7 Levels of Coronavirus Attack on Our Society and How We Can Fight Back,https://www.youtube.com/watch?v=jAYTogd38m4&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,jAYTogd38m4,watch,Coronavirus Attack,2025-08-18 17:55:00
14,The immune system's response to a coronavirus attack,https://www.youtube.com/watch?v=jDfpe4OQROw&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,jDfpe4OQROw,watch,Coronavirus Attack,2025-08-18 17:55:00
15,COVID-19 Update 12: Attack rates of COVID-19 depend on face-to-face time spent with infected persons,https://www.youtube.com/watch?v=PPfUUGVyY1Q&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,PPfUUGVyY1Q,watch,Coronavirus Attack,2025-08-18 17:55:00
16,The coronavirus does not only attack the lungs,https://www.youtube.com/watch?v=AmfF9L30hhA&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,AmfF9L30hhA,watch,Coronavirus Attack,2025-08-18 17:55:00
17,Man who survived heart attack warns against COVID-19 fears,https://www.youtube.com/watch?v=BfeqX6rsTqE&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr0gcJCa0JAYcqIYzv,BfeqX6rsTqE,watch,Coronavirus Attack,2025-08-18 17:55:00
18,"Peru's low income families, hardest hit by coronavirus, attack poor healthcare standards",https://www.youtube.com/watch?v=ISCov6oFA_I&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr0gcJCa0JAYcqIYzv,ISCov6oFA_I,watch,Coronavirus Attack,2025-08-18 17:55:00
19,How Coronavirus Attacks the Body | NYT News,https://www.youtube.com/watch?v=BuzP-uLctYE&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,BuzP-uLctYE,watch,Coronavirus Attack,2025-08-18 17:55:00
20,Flu Attack! How A Virus Invades Your Body | Krulwich Wonders | NPR,https://www.youtube.com/watch?v=Rpj0emEGShQ&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,Rpj0emEGShQ,watch,Coronavirus Attack,2025-08-18 17:55:00
21,"Understanding the Virus that Causes COVID-19, Animation",https://www.youtube.com/watch?v=_UOvPrPoY-s&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,_UOvPrPoY-s,watch,Coronavirus Attack,2025-08-18 17:55:00
22,A Weakened Economy is Host to Coronavirus Attack,https://www.youtube.com/watch?v=DQn70x3E4dM&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,DQn70x3E4dM,watch,Coronavirus Attack,2025-08-18 17:55:00
23,Heart Attack Deaths Soar in Younger Group Since Start of Pandemic: Study,https://www.youtube.com/watch?v=Xe3XUl6Xzfo&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr0gcJCa0JAYcqIYzv,Xe3XUl6Xzfo,watch,Coronavirus Attack,2025-08-18 17:55:00
24,"The Story of Coronavirus (full version), English",https://www.youtube.com/watch?v=w5HvxsOo00E&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,w5HvxsOo00E,watch,Coronavirus Attack,2025-08-18 17:55:00
25,How the Coronavirus Pandemic Can Attack Your Mental Health | Resources,https://www.youtube.com/watch?v=QjP8Whcy7-o&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,QjP8Whcy7-o,watch,Coronavirus Attack,2025-08-18 17:55:00
26,COVID-19 Vaccines Linked To Heart Issue In Teens And Young Adults,https://www.youtube.com/watch?v=lEFYYpE_hds&pp=ygUSQ29yb25hdmlydXMgQXR0YWNr,lEFYYpE_hds,watch,Coronavirus Attack,2025-08-18 17:55:00
1,【直播】 新冠病毒攻擊出現精神症狀，如何防範？ | 精神科醫師（2021.1.2）| 健康1+1,https://www.youtube.com/watch?v=wFn59fJp6Zs&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye7,wFn59fJp6Zs,watch,新冠病毒大攻击,2025-08-18 17:55:42
2,FOCUS／不只攻擊肺！　新冠病毒爆致命併發症,https://www.youtube.com/watch?v=a0Nt2CgM6eM&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye7,a0Nt2CgM6eM,watch,新冠病毒大攻击,2025-08-18 17:55:42
3,20200304中天新聞　與成人大不同！　醫師：新冠病毒攻擊嬰幼兒腸胃,https://www.youtube.com/watch?v=-S6FCvFyZBo&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye7,-S6FCvFyZBo,watch,新冠病毒大攻击,2025-08-18 17:55:42
4,病毒啟動炎症風暴！新冠病毒也會攻擊腎臟？如何增強免疫力？健康2.0 20200222 (完整版),https://www.youtube.com/watch?v=F5KkTO2I86M&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye7,F5KkTO2I86M,watch,新冠病毒大攻击,2025-08-18 17:55:42
5,新冠中鏢看過來！4大症狀這樣吃降發炎、縮短病程【早安健康】 #新冠 #症狀 #怎麼吃,https://www.youtube.com/shorts/dP32OSIAi9E,dP32OSIAi9E,shorts,新冠病毒大攻击,2025-08-18 17:55:42
6,新冠病毒攻擊心.肺.腦 後遺症恐失憶失智 健康2.0,https://www.youtube.com/watch?v=Hj7YyjF6m7Y&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye70gcJCa0JAYcqIYzv,Hj7YyjF6m7Y,watch,新冠病毒大攻击,2025-08-18 17:55:42
7,義學者:新冠病毒攻擊血紅素致無法呼吸,https://www.youtube.com/watch?v=C-TG1-kulwk&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye7,C-TG1-kulwk,watch,新冠病毒大攻击,2025-08-18 17:55:42
8,FOCUS／不只攻擊肺！　新冠病毒爆致命併發症,https://www.youtube.com/watch?v=d7-d5NZpcsU&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye7,d7-d5NZpcsU,watch,新冠病毒大攻击,2025-08-18 17:55:42
9,小孩拉肚子注意! 新冠病毒恐攻擊嬰幼兒腸胃│中視新聞 20200304,https://www.youtube.com/watch?v=bseFO2BFtR8&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye7,bseFO2BFtR8,watch,新冠病毒大攻击,2025-08-18 17:55:42
10,陸.美研究警告:新冠病毒攻擊免疫 凶猛和愛滋│中視新聞 20200413,https://www.youtube.com/watch?v=3COfp2zjTd4&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye7,3COfp2zjTd4,watch,新冠病毒大攻击,2025-08-18 17:55:42
11,新冠病毒 每季節攻擊性不同、致病特點不一樣？未來幾十天， 預防 新冠 哪些方面要特別注意？這些人更要避免染疫成 重症 ！（2021.8.5）| 健康1加1 · 直播,https://www.youtube.com/watch?v=xSBhpZB2DbQ&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye7,xSBhpZB2DbQ,watch,新冠病毒大攻击,2025-08-18 17:55:42
12,新冠病毒攻擊心臟? 恐導致心臟衰竭 | 華視新聞 20200405,https://www.youtube.com/watch?v=2hxuBLUoM3k&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye70gcJCa0JAYcqIYzv,2hxuBLUoM3k,watch,新冠病毒大攻击,2025-08-18 17:55:42
13,新冠病毒 如何擾亂 免疫系統 攻擊 人體 自身組織 ？ | 健康1+1,https://www.youtube.com/watch?v=NP8UWmmGVQ4&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye7,NP8UWmmGVQ4,watch,新冠病毒大攻击,2025-08-18 17:55:42
14,讓新冠消失 必須做到3件事 | 新冠病毒對眼睛的攻擊有哪些傷害？ | 健康1+1,https://www.youtube.com/watch?v=O6d3XR9LtUE&pp=ygUV5paw5Yag55eF5q-S5aSn5pS75Ye70gcJCa0JAYcqIYzv,O6d3XR9LtUE,watch,新冠病毒大攻击,2025-08-18 17:55:42
